code_name,definition,theme,source_question,frequency_in_question,representative_quotes
查找教程学习,通过学习视频/文章教程来掌握特定玩法或系统,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['去小红书上搜教程，跟着教程一步一步地学']
B站教程学习,通过 B 站视频教程学习复杂机制或结构建造,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['去B站跟着教程一步一步慢慢来']
参考博主内容,从游戏主播/博主的作品或教学中获取灵感或操作方法,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['从游戏博主那里看到的']
反复学习教程,多次观看教程以提升理解和实操能力,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['又看了几遍教程想解决它']
炼药与红石难题,在药水合成或红石科技方面遇到理解或操作问题,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['药水的炼制过程和红石科技']
查教程分析原理,不仅查找教程，还主动理解其背后原理,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['找教程，分析原理']
水流引导难题,水流方向与速度难以掌控，影响建筑效果,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['水流的方向和速度不太好控制，有时候还会出现方块被水流冲乱的情况']
仿真布局设计,参照现实布置游戏空间以提升沉浸感与功能性,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['鲨鱼和小鱼可能会互相干扰']
结构稳定性问题,大型建筑存在塌陷或结构不稳的问题,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['建造大型海族馆时，还会遇到建筑结构稳定性的问题']
自由式建造,随意发挥建造内容，不遵循既定规划,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['我一般是想到哪儿建到哪儿']
没有遇到设计难题,被访者表示没有遇到过明显的设计问题,N/A,有没有遇到技术或设计难题？你是如何解决的？,2,"['设计难题，没啥设计难题', '我没有什么设计难题']"
瀑布电梯难题,瀑布电梯构造导致角色意外移动或操作失败,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['做瀑布电梯，但谁会把我冲飞']
社区求助,向玩家社区寻求帮助解决问题,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['我问了社区，但是目前还没有解决']
细节设计困难,在建筑或玩法中对细节部分的把握存在困难,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['对细节的拿捏']
建筑细节难题,细节设计构成建筑难点,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['很多建筑细节上难题']
朋友协作解决,与他人协同讨论或操作以解决技术或设计问题,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['和朋友一起研讨后就能顺利解决']
现实感难以还原,游戏中的建筑难以重现现实生活中的建筑氛围,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['建筑无法呈现出现实生活中的建筑的感觉']
查视频获取灵感,通过参考他人视频获取设计思路,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['上网查相关视频参考一下获取灵感']
联机被破坏,联机环境中作品被他人破坏引发负面体验,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['被其他玩家破坏，导致资源分配不均匀']
资源分配失衡,资源因被破坏或掠夺造成分布不均,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['我就很挫败了']
独自游戏作为应对,为了避免被破坏等问题选择独自或限群体游戏,应对结果与情绪,有没有遇到技术或设计难题？你是如何解决的？,1,['自己一个人玩了或者只和认识的人玩']
高空施工问题,在高处建造时容易摔死等技术难题,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['盖高楼时总摔死']
获得同伴帮助,通过现实中的朋友获取操作技巧,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['同学教我 “落地水” 技巧']
策略性装备准备,为避免风险而有计划地随身携带道具,应对结果与情绪,有没有遇到技术或设计难题？你是如何解决的？,1,['盖楼都会随身带水桶']
遇难即放弃,遇到困难便不再尝试解决,消极应对倾向,有没有遇到技术或设计难题？你是如何解决的？,2,"['要不然就放弃', '要不然就放弃']"
材料收集耗时,游戏中获取建筑材料花费大量时间,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['收集材料挺耗时间的']
过程有趣,尽管耗时但过程本身有趣味性,应对结果与情绪,有没有遇到技术或设计难题？你是如何解决的？,1,['找的过程也很有意思']
看教程学习,通过观看教程来掌握操作方式,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['看网上的教程']
自己摸索,独立探索解决路径或玩法,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['自己摸索']
查找攻略参考他人,搜集他人经验用于参考并复现,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['参考他们的搭建']
楼梯结构建造难,螺旋楼梯等特殊结构的建造存在挑战,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['搭螺旋楼梯时卡了很久']
贴吧教程查找,在贴吧等平台寻找教程获取帮助,N/A,有没有遇到技术或设计难题？你是如何解决的？,1,['贴吧搜了教程']
完成后有成就感,克服困难后的正面情绪体验,应对结果与情绪,有没有遇到技术或设计难题？你是如何解决的？,1,['做出来了，就是成就感爆棚']
自动装置理解困难,对自动化系统如自动收菜机的理解存在障碍,常见的技术与设计难题,有没有遇到技术或设计难题？你是如何解决的？,1,['怎么都搞不懂']
求助亲友,求助现实中的亲友来解决问题,问题解决方式,有没有遇到技术或设计难题？你是如何解决的？,1,['找我哥帮忙，他远程教我']
过程困难但最终解决,经历困难但最终成功实现目标,应对结果与情绪,有没有遇到技术或设计难题？你是如何解决的？,1,"['中间差点放弃了', '最后弄好了']"
怪物破坏建筑,古丽帕就是绿色的爆炸的,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['古丽帕就是绿色的爆炸的']
绿色爆炸怪影响,古丽帕就是绿色的爆炸的,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['让他全炸没了']
怪物干扰建造,苦力怕会在你造房子的时候...给你炸一下就没了,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['苦力怕会在你造房子的时候...给你炸一下就没了']
夜晚难以防御,苦力怕会在你造房子的时候...给你炸一下就没了,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['你没有在房子里整的灯火通明']
环境机制影响,苦力怕会在你造房子的时候...给你炸一下就没了,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['晚上不能睡觉的时候']
未感受到干扰,没有,未感受到干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,6,"['没啥能干扰我去创造', '没什么吧']"
僵尸奖励机制不足,有的时候报的太少了,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['有的时候报的太少了']
频繁战斗打断创造,有的时候报的太少了,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['就得打很多']
资源获取受限,一些想要获得的物资没法获取,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['一些想要获得的物资没法获取']
物资匮乏限制创造,一些想要获得的物资没法获取,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['比较干扰我去创作']
操作流程复杂,把东西放到箱子里面去锻造什么的很麻烦,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['把东西放到箱子里面去锻造什么的很麻烦']
合成系统繁琐,把东西放到箱子里面去锻造什么的很麻烦,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['得知道这个东西需要用什么锻造而成']
影响创造意愿,把东西放到箱子里面去锻造什么的很麻烦,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['我就不会去选择创造我想要的东西']
地图探索强制,跑图吧挺干扰我的创造,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['跑图吧挺干扰我的创造']
资源获取成本高,跑图吧挺干扰我的创造,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['需要跑很远的路']
缺乏传送机制,跑图吧挺干扰我的创造,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['如果游戏里有传送机制的话，那就会好很多']
天气系统影响,我不喜欢下雨,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['我不喜欢下雨']
操作调整不明确,我不喜欢下雨,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['没有成功调过']
导航系统不清晰,找不到路，太容易迷路了,系统导航与指引不足,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['找不到路，太容易迷路了']
材料获取耗时,找资源就得花老多时间和力气,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['找资源就得花老多时间和力气']
怪物打断建造,找资源就得花老多时间和力气,N/A,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['怪物会突然冒出来打人']
意见不合破坏合作,找资源就得花老多时间和力气,合作与联机障碍,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['大家意见不统一，就容易起冲突']
计划频繁中断,找资源就得花老多时间和力气,合作与联机障碍,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['好好的建造计划就被打乱了']
方块尺寸限制,就没有更小一点的方块了,建造表达受限,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['就没有更小一点的方块了']
难以建造精细结构,就没有更小一点的方块了,建造表达受限,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['才会做的比较精细']
小怪频繁攻击,那个僵尸跑过来打你一下,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['那个僵尸跑过来打你一下']
干扰玩家节奏,那个僵尸跑过来打你一下,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['非常的烦人']
方块拼接不灵活,角度差那么一点点,建造表达受限,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['角度差那么一点点']
角度限制带来挫败感,角度差那么一点点,建造表达受限,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['拼不出理想的曲线']
夜间怪物打扰,夜晚的怪物真的很搞人心态,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['夜晚的怪物真的很搞人心态']
角度建构限制,屋檐没办法呈现出我想要的那个角度,建造表达受限,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['屋檐没办法呈现出我想要的那个角度']
实现结构需多次尝试,屋檐没办法呈现出我想要的那个角度,建造表达受限,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['要多试几次有点麻烦']
同上（承接前者）,同上,未感受到干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['同上']
苦力怕干扰建造,房子还是被炸出个洞,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['房子还是被炸出个洞']
防御措施被迫强化,房子还是被炸出个洞,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['房子周围都插满火把']
生存模式限制创意,生存模式有点难,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,2,"['生存模式有点难', '生存模式有点难']"
资源收集繁琐,生存模式有点难,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,2,"['找东西就很难', '找东西就很难']"
死亡掉落机制影响,死亡不掉落,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['死亡不掉落']
重生点远造成损耗,死亡不掉落,资源与机制限制,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['回到出生点，东西全在死到的地方']
误操作导致破坏,误触,合作与联机障碍,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['误触']
拆解机制不清晰,误触,合作与联机障碍,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['长按会让它消失']
联机玩家破坏行为,用 TNT 炸我的城堡,合作与联机障碍,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['用 TNT 炸我的城堡']
选择私密联机防风险,用 TNT 炸我的城堡,合作与联机障碍,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['只跟认识的朋友联机']
苦力怕影响心态,能把人心态炸崩,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['能把人心态炸崩']
携带防御道具,能把人心态炸崩,怪物与环境干扰,你觉得游戏中哪些玩法/机制会干扰你的创造,1,['出门都带盾牌']
超越生存与创造,参与者表达了与“超越生存与创造”相关的创造性特征，例如：就一个编辑器一样；可以创造出新的游戏等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['不止于简单的生存游戏或者是创造游戏']
游戏编辑器,参与者表达了与“游戏编辑器”相关的创造性特征，例如：就一个编辑器一样；可以创造出新的游戏等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['就一个编辑器一样']
衍生玩法的生成,参与者表达了与“衍生玩法的生成”相关的创造性特征，例如：就一个编辑器一样；可以创造出新的游戏等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['可以创造出新的游戏']
自由建造,参与者表达了与“自由建造”相关的创造性特征，例如：用方块盖任何东西；想建什么房子都可以等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,5,"['你可以在这创造你想的所有东西', '想建什么房子都可以']"
实现想法,参与者表达了与“实现想法”相关的创造性特征，例如：建造实现想法；创造性就是这个游戏的核心等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,2,"['游戏就可以这样子', '建造实现想法']"
完全自由,参与者表达了与“完全自由”相关的创造性特征，例如：随便炸这个世界；随心所欲等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['随心所欲']
破坏式创造,参与者表达了与“破坏式创造”相关的创造性特征，例如：随便炸这个世界；随心所欲等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['随便炸这个世界']
高度自由,参与者表达了与“高度自由”相关的创造性特征，例如：想干啥都能干，自由度挺高；现实生活中的东西...在游戏里反馈出来等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['想干啥都能干，自由度挺高']
现实映射,参与者表达了与“现实映射”相关的创造性特征，例如：想干啥都能干，自由度挺高；现实生活中的东西...在游戏里反馈出来等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['现实生活中的东西...在游戏里反馈出来']
博主示例激发灵感,参与者表达了与“博主示例激发灵感”相关的创造性特征，例如：想干啥都能干，自由度挺高；现实生活中的东西...在游戏里反馈出来等。,创作激发与传播,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['博主创造出来的奇观']
强调体验本身,参与者表达了与“强调体验本身”相关的创造性特征，例如：推荐他自己去玩，去感受等。,创作激发与传播,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['推荐他自己去玩，去感受']
共同体验,参与者表达了与“共同体验”相关的创造性特征，例如：我们可以在游戏里干任何想干的事情等。,合作与体验,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['我们可以在游戏里干任何想干的事情']
无限可能,参与者表达了与“无限可能”相关的创造性特征，例如：我们可以在游戏里干任何想干的事情等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,[]
一比一世界还原,参与者表达了与“一比一世界还原”相关的创造性特征，例如：模拟地球的那些村庄、各种地貌；这些都是几乎和我们的世界一比一的等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['模拟地球的那些村庄、各种地貌']
现实生态模拟,参与者表达了与“现实生态模拟”相关的创造性特征，例如：模拟地球的那些村庄、各种地貌；这些都是几乎和我们的世界一比一的等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['这些都是几乎和我们的世界一比一的']
沉浸式世界观,参与者表达了与“沉浸式世界观”相关的创造性特征，例如：模拟地球的那些村庄、各种地貌；这些都是几乎和我们的世界一比一的等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,[]
创造模式自由建造,参与者表达了与“创造模式自由建造”相关的创造性特征，例如：你可以搭建你自己想要的房子；在不同的天气和环境下等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['你可以搭建你自己想要的房子']
环境多样性,参与者表达了与“环境多样性”相关的创造性特征，例如：你可以搭建你自己想要的房子；在不同的天气和环境下等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['在不同的天气和环境下']
一切皆可实现,参与者表达了与“一切皆可实现”相关的创造性特征，例如：都能在这里实现；自由地建造和创作等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['都能在这里实现']
创作驱动,参与者表达了与“创作驱动”相关的创造性特征，例如：都能在这里实现；自由地建造和创作等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,[]
mod扩展性,参与者表达了与“mod扩展性”相关的创造性特征，例如：想建什么房子都可以；可以下各种mod进去玩等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['可以下各种mod进去玩']
实现任何想法,参与者表达了与“实现任何想法”相关的创造性特征，例如：实现任何你能想到的事情等。,自由核心论述,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['实现任何你能想到的事情']
极高自由度,参与者表达了与“极高自由度”相关的创造性特征，例如：实现任何你能想到的事情等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,[]
上手门槛低,参与者表达了与“上手门槛低”相关的创造性特征，例如：你打开就会了等。,创作激发与传播,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['你打开就会了']
自然激发创造,参与者表达了与“自然激发创造”相关的创造性特征，例如：你打开就会了等。,创作激发与传播,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,[]
自由想象实现,参与者表达了与“自由想象实现”相关的创造性特征，例如：大家齐心协力，分工合作；能把脑海中的奇思妙想都变成现实等。,自由核心论述,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['能把脑海中的奇思妙想都变成现实']
积木式组合,参与者表达了与“积木式组合”相关的创造性特征，例如：大家齐心协力，分工合作；能把脑海中的奇思妙想都变成现实等。,设计与表达方式,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['可以随意组合它们']
多角色体验,参与者表达了与“多角色体验”相关的创造性特征，例如：大家齐心协力，分工合作；能把脑海中的奇思妙想都变成现实等。,身份角色认同,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['可以成为建筑师，也能化身探险家']
合作创造,参与者表达了与“合作创造”相关的创造性特征，例如：大家齐心协力，分工合作；能把脑海中的奇思妙想都变成现实等。,合作与体验,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['大家齐心协力，分工合作']
每日新发现,参与者表达了与“每日新发现”相关的创造性特征，例如：大家齐心协力，分工合作；能把脑海中的奇思妙想都变成现实等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['每天都能有新的发现']
沙盒游戏,参与者表达了与“沙盒游戏”相关的创造性特征，例如：自由沙盒游戏；做什么都可以等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['自由沙盒游戏']
无限可玩性,参与者表达了与“无限可玩性”相关的创造性特征，例如：自由沙盒游戏；做什么都可以等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['做什么都可以']
方块构建,参与者表达了与“方块构建”相关的创造性特征，例如：全部都是用方块组成的；可玩性很高等。,设计与表达方式,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['全部都是用方块组成的']
完全自定义,参与者表达了与“完全自定义”相关的创造性特征，例如：全部都是用方块组成的；可玩性很高等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['你想搭成什么东西就搭成什么东西']
高可玩性,参与者表达了与“高可玩性”相关的创造性特征，例如：全部都是用方块组成的；可玩性很高等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['可玩性很高']
虚拟乐高比喻,参与者表达了与“虚拟乐高比喻”相关的创造性特征，例如：拥有无限材料的虚拟乐高；唯一限制就是想象力等。,设计与表达方式,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['拥有无限材料的虚拟乐高']
无限材料,参与者表达了与“无限材料”相关的创造性特征，例如：拥有无限材料的虚拟乐高；唯一限制就是想象力等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['用方块造出任何东西']
想象力唯一限制,参与者表达了与“想象力唯一限制”相关的创造性特征，例如：拥有无限材料的虚拟乐高；唯一限制就是想象力等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['唯一限制就是想象力']
想象具象化,参与者表达了与“想象具象化”相关的创造性特征，例如：你能把你的想象具象化出来等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['你能把你的想象具象化出来']
现实还原,参与者表达了与“现实还原”相关的创造性特征，例如：真实还原现实生活中的各种各样的东西等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['真实还原现实生活中的各种各样的东西']
仿真呈现,参与者表达了与“仿真呈现”相关的创造性特征，例如：真实还原现实生活中的各种各样的东西等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,[]
真实情感体验,参与者表达了与“真实情感体验”相关的创造性特征，例如：有人情味；生活变得简单但真实等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['生活变得简单但真实']
简化生活,参与者表达了与“简化生活”相关的创造性特征，例如：有人情味；生活变得简单但真实等。,现实与还原,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['有人情味']
自由身份建构,参与者表达了与“自由身份建构”相关的创造性特征，例如：成为自己想成为的；做自己想做的等。,自由与无限可能,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['做自己想做的']
个体表达,参与者表达了与“个体表达”相关的创造性特征，例如：成为自己想成为的；做自己想做的等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['成为自己想成为的']
积木盒比喻,参与者表达了与“积木盒比喻”相关的创造性特征，例如：用方块盖任何东西；很自由等。,设计与表达方式,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,2,"['超大的积木盒', '超大的积木盒']"
动态装置创作,参与者表达了与“动态装置创作”相关的创造性特征，例如：会动的机器；用方块盖任何东西等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,1,['会动的机器']
一切皆可建造,参与者表达了与“一切皆可建造”相关的创造性特征，例如：什么都有；建造什么的都可以等。,N/A,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,2,"['什么都有', '什么都有']"
系统丰富,参与者表达了与“系统丰富”相关的创造性特征，例如：什么都有；建造什么的都可以等。,玩法与系统特征,如果你要向一个没玩过的人介绍它的“创造性”，你会怎么说？,2,"['建造什么的都可以', '建造什么的都可以']"
