序号,1.您是从什么时候开始玩《第五人格》的？,2.您打到过最高的段位是什么？,3.您平时 是和谁一块玩游戏（自己打/朋友）？,4.您平均每周玩几次？每次大约多久？,5.您最喜欢的游戏环节是什么？,6.最近一月，您的游戏频率有无变化？,7.如果从10分满分打分，您给当前的恐怖体验打几分？为什么？,8.恐怖感是否增强了您对游戏世界的代入感或沉浸感？,9.在您玩《第五人格》的过程中，有哪些时刻会让您感到害怕或紧张？请您尽量详细描述。,10.您觉得这些恐怖体验主要来自哪些游戏元素？（例如音乐、角色设计、场景变化等）,11.这些恐怖体验对您的游戏表现有影响吗？请您描述一下影响方式,12.您觉得这些恐怖体验会让游戏变得更有趣，还是会让您不愿意继续玩？,13.您在玩游戏时，会不会主动去寻找一些让自己更害怕或刺激的情境？如果会，是为什么？,14.您觉得在玩游戏时，是否会完全沉浸其中，忽略周围环境？请举例说明。,15.您认为《第五人格》中的“恐怖感”、“刺激感”和“紧张感”有什么区别？（对恐怖的定义）,16.您觉得整体而言，这款游戏的恐怖程度如何？对您是否构成吸引力？,17.多人协作时，哪些队友行为让您觉得紧张或害怕？,18.游戏的难度是否影响了您对恐怖的感受？,19.游戏中道具/技能设定对“压迫感”的营造是否有效？,20.改版后，您觉得游戏的恐怖氛围发生了变化吗？/哪里的变化,21.你觉得哪些恐怖元素对你来说比较重要？,22.未来您希望游戏增加哪些新机制来增强恐怖感？,23.您还有其他对游戏发展的建议吗？
访谈11,高二开始的,五阶,和网友一起打,每周玩七次，一次两小时,我最喜欢的游戏环节是赛后,没有变化,我打零分,没有,开门战被四跑,不知道,有吧，但是不多,没有任何变化，能不能加强一下？约瑟夫,不会，没必要,会，因为我已经红温了。,恐怖感就是监管突然在你身边，紧张感就是你你要输了。刺激感就是你完全不知道下一秒会发生什么恐怖程度，,一分，吸引力一般般,那些傻逼行为老子真的是生气了，在玩游戏的时候已经忽略了恐怖元素，一心只想干死对方。,在玩游戏的时候已经忽略了恐怖元素，一心只想干死对方。,有效果我都被打烂了，ob位都怪他改版了之后还不如不改,改版了之后恐怖元素就少了。对比的话，我还是觉得刚开服就是刚开服的时候，就是在古董商没有出来之前非常的有意思。然后现在出的那些新监管、新求生都垃圾的要命，我靠，刷不来，我操什么破技能。,恐怖的皮肤、恐怖的界面、恐怖的场景,把机制改回去就行了。,两份建议出的皮肤还是以恐怖怪诞为主，不想要那种华丽的皮肤了。
访谈12,初一二,忘了,和朋友,每周玩两次，每次一个小时，最近一个月没怎么玩游戏,最喜欢抽卡,最近一个月没怎么玩游戏,打三分，因为我不太害怕了,是,哪些时刻？并没有初中的时候可能被监管者追的时候比较害怕,音乐上他一开始起心跳还挺吓人的,没什么影响,会变得有趣，愿意继续玩，但是最近没怎么玩了,不会,不会忽略周围环境,我说不出来,在国内的话，恐怖程度是可以的，但是吸引力可能，吸引力可能有的刚刚好的恐怖程度，在恐怖一点就不敢玩了。,队友我只觉得队友可能有时候挺脑子不好,是,我觉得是有点效果的。但是不是很害怕,我感觉恐怖氛围没有以前特别没有以前害怕了，现在改的就偏向于比较商业化,有他那个纽扣眼的画风，然后它整体的一些美工的音乐。还有美工的风格，感觉是这个游戏比较有特色的地方,可能增加一些民俗类的恐怖，恐怖互动，小游戏多人参与的那种感觉会比较有意思，就容易融入一些国内的特色,建议不要营销玩家精神状态不好，这件事情感觉。
访谈13,开服玩家，大概初二,三阶？,自己,很长一段时间每天玩四小时左右,双监管模式,根本没有打开过,non,最开始是很恐怖的，现在完全是儿童游戏,监管突脸,心跳和追击音乐,没有影响,更有趣,不会,会，因为比较认真,没区别？,不恐怖,队友遛到我脸上,没有,没有,哪里都下降了吧,原先的环境设计比较有特色,场景里的恐怖画面不要和谐，改回原来的样子,优化环境，加强未成年人防沉迷
访谈14,公测时玩的,六阶一,刚开始玩的是时候一直是自己，后面大部分时间是和朋友玩,之前大概一周通勤，每次三小时左右,我最喜欢鞭尸,最近高考没玩了,3分，因为基本上没有恐怖体验,没有,比如，队友三倒时，非常紧张。害怕倒是没有,音乐吧，追击音乐特有压迫感,有，追击音乐会让我有刺激的感觉,有趣，太有趣了,会，因为爽,不会，可能是我个人原因,在《第五人格》中，这三种体验常交织出现：恐怖感奠定基调，紧张感推动策略，刺激感提供正反馈。随着玩家技术提升，体验重心往往从“恐怖”向“刺激与紧张”迁移，这也是游戏能兼顾硬核竞技与大众娱乐的关键设计,恐怖程度完全不足，它都快成为社交游戏了，哪还有什么吸引力,转圈圈求佛,是,有,变化蛮大的，和之前相比，变得幼稚了,比处决，跳杀之类的,不需要加，不如角色设计更恐怖一些,没有了，策划不搞事，不搞内部爱就好
访谈15,2021年,六阶,都有吧，自己打多一点,平均一周两次左右，每次一到二小时, 最喜欢ob,快高考了，最近没咋玩,4分，现在恐怖感已经很少了，整体游戏氛围和游戏皮肤还有游戏玩法都在去恐怖化,否,追击时和秒倒,音乐更多，哦还有音效,有吧，可能会操作失误,会,会的，在求生者阵营需要吸引监管者或打开突破口是,较少但也有，监管者在身边时会,恐怖感应该是综合的游戏带来的不安比如老版本小丑或一些皮肤，刺激感跟恐怖感比较应该是忽略整体游戏氛围，更注重内心感受，紧张感是在监管者附近时吧,恐怖感程度很轻，但游戏机制还是挺吸引我的,失误和交流不协调,有的，在遇到更强对手时会削弱恐怖的感受,有,变成第五幼儿园了,音乐，美术之类的吧,可以有光线变暗，音乐小时，画面扭曲之类的,嗯可以增加皮肤的恐怖程度，控制人屠平衡等等
访谈16,去年六月份,三阶二,和朋友打,5次，每次大概一小时起吧,溜鬼吧,没有,6分，熟悉之后会降低恐惧感 ，现在已经完全沉浸在胜负欲中了，根本无暇顾及这个恐怖感好吧,是有的，最开始就是被哥特式恐怖画风吸引的,突起的心跳声，暗杀，静悄悄必然有人在作妖,我觉得应该是音乐，监管者的角色设计，,偶尔手抖,会，太刺激了，毕竟我们第五人格容错率比画风更恐怖捏,嗯，不会,这个也不会,被追击的时候，有时候局面多变瞬变，双方博弈的时候也会,满分十分的话大概六分吧,最怕的是我还在那苟着卡耳鸣呢结果队友一溜烟先走了我真的是没话可说，只想狠狠暴击他们的脑袋,无,是,无感受,音乐，监管者角色设计，追击音效,无,没有
访谈17,去年三月,三阶,朋友,三次，每次一小时左右,喜欢练新角色，好玩爱玩,有所减少，但是变化不大,两分，玩多了不觉得恐怖,是,溜鬼的时候,监管，还有心跳,没有,更有趣,不会，如果不能ob会送人头然后被赛后,对的对的，非常之投入,恐怖是氛围 刺激和紧张是感受,还行，是有吸引力的,ob位。非常确信。不要无效ob好吗我亲爱的ob位们,是,有,不知道，没玩过老版本,音乐 心跳 红光 心跳声更能起到代入作用好像是自己的心跳 音乐能营造氛围 红光能感受到监管的逼近,没有想法,我只想说削弱红蝶杰克小丑噩梦，别管，我是人孝子
访谈18,23年底,五阶,和我的好闺闺们,每天都玩很久，玩吐了就停一段时间,最喜欢的环节自然是和我的好闺闺们一起玩,最近作业比较多，频率有所下降,6分吧 感觉不太恐怖,是吧，我觉得是有的,压机压爆 被人赛后 道歉无果 红温下游,角色设计，音效，机制,有，感觉更刺激了,会更有趣，而且我感觉还可以更恐怖，现在都没那么恐怖了，最开始的时候和现在恐怖程度差的不是一点半点,不太会吧，除非用小号练角色,是的，全神贯注，身外无物,恐怖是游戏背景、环境等设定上的恐怖，刺激是博弈时的刺激，紧张一般是害怕被秒,中等程度，一开始很有吸引力，习惯了就还好,过半秒救，救不下来，没有意识，赛后别人,是,非常有效,变得越来越温和了，现在有一种犹如在欧利蒂斯庄园度假一般的惬意感。还是改版前的氛围感好一些，不过改版后更高级了,感觉还是音效比较恐怖吧，还有背景音乐。美术风格现在越来越去恐怖化了。,机制没什么好改的，剧情可以更恐怖一些，求生监管保留一些神秘感，目前的剧情越来越像欧洲秘闻了，完全不恐怖。即使是剧情里善良的角色也可以有惊悚的背景故事，但现在游戏几乎完全抛弃了恐怖的底色，塑造偏美强惨,不要再给四五阶监管排历巅求生了
访谈19,是2018年开始，刚开服就开始玩 ，退游过一段时间，然后在二零年之后又继续玩，然后 到现在,最高段位 是屠夫的六阶段位,以自己 为主吧，然后偶尔跟 同学朋友玩一下 ,初高中的 时候 一周 差不多可以玩四五天吧，现在读大学 之后一周可能就玩了两三天吧， 五年了比较久 ,应该是比如说玩监管者的时候就是享受那个抓人那个过程，还有互相博弈的那个过程，那个求生者也是一样，比较享受那个博弈的 过程 ,最近到期末了 ， 现在可能两三天打两把就下降吧 ,打六分吧，因为它就是搞这个噱头的,有的，肯定是有代入感和沉浸的， 因为如果官方为了这个削减 这个情境的话，肯定要做一些和谐，或者他那个语言要转换一下，不能太直白，那个剧情的话肯定会妨碍玩家理解这个剧情和那个剧情的推进，我就觉得。,"博弈的时候吧,还有具体的话就是比如那个游戏的名称，那些服饰的名称或者一些游戏的环节，还有一些设定吧，还有就是那个游戏那些环节吧，比如那个椅子不是也被改掉了吗？还有 那个很多那个斧头也被改成那个木头了吗？原本都是感觉很刺激，很紧张的，现在就感觉变成过家家的感觉， 有被削弱 感觉。 ",游戏元素 应该是 那个音效吧，还有人物那个造型 ,肯定会有影响，因为有些角色比如那个什么约瑟夫，红夫人这种角色，他们就是可以搞那种暗杀的，就是你看不到人突然就倒 啊，而且配上那个音效，确实还是蛮吓人的，那个心脏砰的 声音 ,我觉得这个怎么说呢，太过度的话肯定会让一些人不会去接触这个类型的游戏，如果要走大众的话还是适中就好，如果太恐怖的话，我也是不想玩 的 ,这个我我倒不会用，我玩的时候主要是注重这个竞技方面的，不注重他那个剧情和恐怖 ,这个肯定会呀， 比如说上课的时候打的话突然被抓了或者干麻还是会 一惊一乍的感觉还是挺沉浸，我觉得这个挺好,我觉得他这个对恐怖的定义的话， 应该是首先是那个人物造型吧，这个是最直观的，然后就是他那个世界观的设定，然后刺激的话应该 是指那个游戏在进行过程的时候刺激和紧张感，因为有那个你追我跑那个 感觉 ,应该是一般吧，或者说比较低吧，这恐怖等级，如果说我要玩恐怖游戏的话，那我肯定不会选择第五人格的，因为还在恐怖游戏这方面没什么引力，我 觉得 ,我觉得害怕紧张的话，感觉他有点像人机或者打得比较抽象，直接秒倒或者1秒钟或2秒钟直接倒地了,对 这个肯定会有的，就是一开始比如一开始玩第五人格的时候，一八年那个 就是完全玩不懂，而且当时感觉网上一些攻略比较少，但是当时那个时候就感觉有些挺恐怖的，但是随着你越来越掌握这个游戏，觉得这个游戏难度越来越低，那个游戏越来越不恐怖了，是这种 关系 ,那个监管者获得那个技能的方式好像是叫存在感吗？他通过打人才能获得存在感，他特别有那个设定都有压迫感，还有一些他那个监管者的 那些技能，反正有很多有意思的，他那个下面配的那个文字说明的，反正觉得有些细节做得还挺好，但是现在越来越敷衍的 ,我觉得变化 就是最直观的就是一些人物模型吧，还有一些游戏 场景 道具 ,那个监管的武器吧，那个我觉得不能改要改特别卡通，我觉得就感觉不恐怖，然后就是那个 音效，这个很必要，还有道具，保留美术风格,可以在不改变武器的情况下在武器上加个图案增强恐怖感这种，,我觉得第五 人格跟那个恐怖游戏联动，现在确实可以现在联动， 但是可以进一步加强 ，或者推出它本身不能出那个设定，那他可以联动的时候他建造一些那个联动的那些场景增加恐怖感 吗？而且联动后面就可以下架，我觉得应该影响比较小。 
访谈20,初二 初三 ，18年,五阶,和朋友打比较多,如果 开始冲 段位的话就每天都会打，但是如果不玩的话就就是一直不打 ，每次大概就是 排位的两个 小时，然后每天的话如果晚的话， 差不多 每天四个小时吧 ,博弈，溜鬼吧,最近没打,3分，老版本5分,一般般吧，我感觉它和恐怖没什么关系，吸引我的是它的竞技,开门战监管在旁边，队友没有来，我觉得这个是它的恐怖感之一，因为那个时候吓得要尿了,非对称模式吧,一般。对我有影响的都是 就是就是都是怕坑队友， 然后你知道的第五人格玩家 素质就一般都不太高吧 然后然后就是你会比较感到恐惧的时候，就是就你怕就是如果是你第撞鬼的话，你溜鬼输的话就就很怕自己的赛博妈咪被骂,更有趣,不会，我只会就是找 那种就是就怎么样，让我段位提高那种就是技术类的，一般玩到后面都会这个样子的，就是提高自己技术 ,会的，就是朋友一起的麦，打游戏的时候，你会很关心这个局势吧，就比如说你就是你队友里面有个调酒师，然后那个调酒师就是他就是他的机智不是就是半血之后你喝一口，然后会回血吗？然后那个回血的话，等到最后一丝丝就是就是他那个就是酒没有回上的话，他就一级倒吗然后他回上了之后就变成满血了，然后只剩下最后一丝丝的时候基本上就是一个人喝酒，全场都在紧张了，但这个不知道和恐怖感也没有关系了，应该和博弈和竞技机制关系比较大吧,可能就是来源于他那些环境和造景吧，然后还有那个就是监管者，包括他整有些氛围，然后紧张感和刺激感就在意的队友他是不是技术比较好了，然后还有你自己的发挥，因为有的时候如果你冲段位的话就是上不去的话，心态很崩 ,恐怖程度一般，但是吸引力还可以，如果是单纯的1v4游戏可能就没有这么吸引力了，感觉加上恐怖感的话这个机制才会成立，才会有这么多人去玩吧，毕竟抄的是杀机嘛,开局秒倒，还有救人的时候，屠夫有双刀，博弈的时候就有恐惧震慑啊,难度会有一点点影响吧，比如新手教程可能就会劝退害怕且上手比较困难的人，因为第五上手还是有点难度的，加上害怕可能就会有影响,会的兄弟，就是比如说，因为他有些那个 屠夫，他的技能就是做得还挺有压迫感的，就是比如说会突然从你旁边出现，然后你的屏幕就是会稍微有点变黑呀之类的， 然后就是那个效果的话，就是你在遛鬼的时候就会变得很紧张，因为你怕被他技能吃刀了,没有太关注，我感觉我可能就是就是玩的时候一直就是关注这个排位之类的，然后就是就是只管游戏角色的强度,暗一点的美术风格画面吧, 有些角色还是不要做得太漂亮了，我觉得还是要保留一些那种 就是开服的那种感觉吧，然后它联名就是其他联名一些二次元IP还好，但是就是他如果继续像那种联名那些摩卡少女那种之类的，那就算了吧，确实跟这个游戏调性，有点不太符合，最好可以多联名一些比较符合游戏调性的比如纸嫁衣这种联动活动。,加强角色强度，可以多联名一些比较符合游戏调性的比如纸嫁衣这种联动活动。
